chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,trimester,group,uni_prot,protein,rowsum,rank,norm_rank
chr5,NR3C1,ENST00000394464,TRUE,0.294,0,Second,Control,P04150,Glucocorticoid receptor,183045,504,0.43261802575107294
chr5,NR3C1,ENST00000394464,TRUE,0.294,0,Second,sPTD,P04150,Glucocorticoid receptor,131491,593,0.5090128755364807
chr5,NR3C1,ENST00000394464,TRUE,0.294,0,Second,PPROM,P04150,Glucocorticoid receptor,92162,157,0.13476394849785409
chr5,NR3C1,ENST00000394464,TRUE,0.294,0,Third,Control,P04150,Glucocorticoid receptor,122296,354,0.303862660944206
chr5,NR3C1,ENST00000394464,TRUE,0.294,0,Third,sPTD,P04150,Glucocorticoid receptor,232108,837,0.7184549356223175
chr5,NR3C1,ENST00000394464,TRUE,0.294,0,Third,PPROM,P04150,Glucocorticoid receptor,199153,336,0.28841201716738196
NA,NRCAM,NM_001037132.4,TRUE,0.652,NA,Second,Control,Q92823,Nr-CAM,304593,814,0.6987124463519313
NA,NRCAM,NM_001037132.4,TRUE,0.652,NA,Second,sPTD,Q92823,Nr-CAM,203705,932,0.8
NA,NRCAM,NM_001037132.4,TRUE,0.652,NA,Second,PPROM,Q92823,Nr-CAM,179723,507,0.4351931330472103
NA,NRCAM,NM_001037132.4,TRUE,0.652,NA,Third,Control,Q92823,Nr-CAM,275810,842,0.7227467811158799
NA,NRCAM,NM_001037132.4,TRUE,0.652,NA,Third,sPTD,Q92823,Nr-CAM,286774,1034,0.8875536480686695
NA,NRCAM,NM_001037132.4,TRUE,0.652,NA,Third,PPROM,Q92823,Nr-CAM,355847,947,0.8128755364806867
chr7,NRCAM,ENST00000379028,TRUE,0.652,2,Second,Control,Q92823,Nr-CAM,304593,814,0.6987124463519313
chr7,NRCAM,ENST00000379028,TRUE,0.652,2,Second,sPTD,Q92823,Nr-CAM,203705,932,0.8
chr7,NRCAM,ENST00000379028,TRUE,0.652,2,Second,PPROM,Q92823,Nr-CAM,179723,507,0.4351931330472103
chr7,NRCAM,ENST00000379028,TRUE,0.652,2,Third,Control,Q92823,Nr-CAM,275810,842,0.7227467811158799
chr7,NRCAM,ENST00000379028,TRUE,0.652,2,Third,sPTD,Q92823,Nr-CAM,286774,1034,0.8875536480686695
chr7,NRCAM,ENST00000379028,TRUE,0.652,2,Third,PPROM,Q92823,Nr-CAM,355847,947,0.8128755364806867
NA,NRP1,NM_003873.7,TRUE,0.408,NA,Second,Control,O14786,NRP1,288983,763,0.6549356223175966
NA,NRP1,NM_003873.7,TRUE,0.408,NA,Second,sPTD,O14786,NRP1,27013,18,0.01545064377682403
NA,NRP1,NM_003873.7,TRUE,0.408,NA,Second,PPROM,O14786,NRP1,130161,353,0.30300429184549355
NA,NRP1,NM_003873.7,TRUE,0.408,NA,Third,Control,O14786,NRP1,240484,721,0.6188841201716738
NA,NRP1,NM_003873.7,TRUE,0.408,NA,Third,sPTD,O14786,NRP1,33604,122,0.10472103004291844
NA,NRP1,NM_003873.7,TRUE,0.408,NA,Third,PPROM,O14786,NRP1,366299,1099.5,0.9437768240343348
chr10,NRP1,ENST00000374867,TRUE,0.408,1,Second,Control,O14786,NRP1,288983,763,0.6549356223175966
chr10,NRP1,ENST00000374867,TRUE,0.408,1,Second,sPTD,O14786,NRP1,27013,18,0.01545064377682403
chr10,NRP1,ENST00000374867,TRUE,0.408,1,Second,PPROM,O14786,NRP1,130161,353,0.30300429184549355
chr10,NRP1,ENST00000374867,TRUE,0.408,1,Third,Control,O14786,NRP1,240484,721,0.6188841201716738
chr10,NRP1,ENST00000374867,TRUE,0.408,1,Third,sPTD,O14786,NRP1,33604,122,0.10472103004291844
chr10,NRP1,ENST00000374867,TRUE,0.408,1,Third,PPROM,O14786,NRP1,366299,1099.5,0.9437768240343348
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Second,Control,P58400,NRX1B,367840,1022,0.8772532188841202
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Second,Control,Q9ULB1,NRX1A,100421,270,0.2317596566523605
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Second,sPTD,P58400,NRX1B,195239,898,0.7708154506437769
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Second,PPROM,P58400,NRX1B,145239,424,0.3639484978540773
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Third,Control,P58400,NRX1B,315377,1033,0.886695278969957
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Third,Control,Q9ULB1,NRX1A,4984,10,0.00858369098712446
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Third,sPTD,P58400,NRX1B,300801,1085,0.9313304721030042
NA,NRXN1,NM_001330078.2,TRUE,0.317,NA,Third,PPROM,P58400,NRX1B,215863,422,0.3622317596566524
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Second,Control,P58400,NRX1B,367840,1022,0.8772532188841202
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Second,Control,Q9ULB1,NRX1A,100421,270,0.2317596566523605
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Second,sPTD,P58400,NRX1B,195239,898,0.7708154506437769
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Second,PPROM,P58400,NRX1B,145239,424,0.3639484978540773
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Third,Control,P58400,NRX1B,315377,1033,0.886695278969957
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Third,Control,Q9ULB1,NRX1A,4984,10,0.00858369098712446
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Third,sPTD,P58400,NRX1B,300801,1085,0.9313304721030042
chr2,NRXN1,ENST00000401669,TRUE,0.317,0,Third,PPROM,P58400,NRX1B,215863,422,0.3622317596566524
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Second,Control,Q9HDB5,NRX3B,301894,804,0.6901287553648069
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Second,Control,Q9Y4C0,NRX3A,280616,739,0.6343347639484979
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Second,sPTD,Q9HDB5,NRX3B,219163,998.5,0.8570815450643777
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Second,PPROM,Q9HDB5,NRX3B,303639,1071.5,0.9197424892703864
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Third,Control,Q9HDB5,NRX3B,322559,1057,0.9072961373390558
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Third,Control,Q9Y4C0,NRX3A,316089,1035,0.8884120171673819
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Third,sPTD,Q9HDB5,NRX3B,262922,952,0.8171673819742489
NA,NRXN3,NM_001330195.2,TRUE,0.319,NA,Third,PPROM,Q9HDB5,NRX3B,144969,39.5,0.03390557939914163
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Second,Control,Q9HDB5,NRX3B,301894,804,0.6901287553648069
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Second,Control,Q9Y4C0,NRX3A,280616,739,0.6343347639484979
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Second,sPTD,Q9HDB5,NRX3B,219163,998.5,0.8570815450643777
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Second,PPROM,Q9HDB5,NRX3B,303639,1071.5,0.9197424892703864
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Third,Control,Q9HDB5,NRX3B,322559,1057,0.9072961373390558
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Third,Control,Q9Y4C0,NRX3A,316089,1035,0.8884120171673819
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Third,sPTD,Q9HDB5,NRX3B,262922,952,0.8171673819742489
chr14,NRXN3,ENST00000335750,TRUE,0.319,0,Third,PPROM,Q9HDB5,NRX3B,144969,39.5,0.03390557939914163
NA,NSFL1C,NM_016143.5,TRUE,0.552,NA,Second,Control,Q9UNZ2,NSF1C,339742,918,0.7879828326180257
NA,NSFL1C,NM_016143.5,TRUE,0.552,NA,Second,sPTD,Q9UNZ2,NSF1C,210770,966,0.8291845493562232
NA,NSFL1C,NM_016143.5,TRUE,0.552,NA,Second,PPROM,Q9UNZ2,NSF1C,283380,899.5,0.7721030042918455
NA,NSFL1C,NM_016143.5,TRUE,0.552,NA,Third,Control,Q9UNZ2,NSF1C,279540,857,0.7356223175965665
NA,NSFL1C,NM_016143.5,TRUE,0.552,NA,Third,sPTD,Q9UNZ2,NSF1C,284033,1027,0.8815450643776824
NA,NSFL1C,NM_016143.5,TRUE,0.552,NA,Third,PPROM,Q9UNZ2,NSF1C,253003,504.5,0.4330472103004292
chr20,NSFL1C,ENST00000216879,TRUE,0.552,1,Second,Control,Q9UNZ2,NSF1C,339742,918,0.7879828326180257
chr20,NSFL1C,ENST00000216879,TRUE,0.552,1,Second,sPTD,Q9UNZ2,NSF1C,210770,966,0.8291845493562232
chr20,NSFL1C,ENST00000216879,TRUE,0.552,1,Second,PPROM,Q9UNZ2,NSF1C,283380,899.5,0.7721030042918455
chr20,NSFL1C,ENST00000216879,TRUE,0.552,1,Third,Control,Q9UNZ2,NSF1C,279540,857,0.7356223175965665
chr20,NSFL1C,ENST00000216879,TRUE,0.552,1,Third,sPTD,Q9UNZ2,NSF1C,284033,1027,0.8815450643776824
chr20,NSFL1C,ENST00000216879,TRUE,0.552,1,Third,PPROM,Q9UNZ2,NSF1C,253003,504.5,0.4330472103004292
NA,NTF3,NM_001102654.2,TRUE,0.52,NA,Second,Control,P20783,Neurotrophin-3,255701,672,0.5768240343347639
NA,NTF3,NM_001102654.2,TRUE,0.52,NA,Second,sPTD,P20783,Neurotrophin-3,67433,192,0.1648068669527897
NA,NTF3,NM_001102654.2,TRUE,0.52,NA,Second,PPROM,P20783,Neurotrophin-3,268302,752,0.6454935622317597
NA,NTF3,NM_001102654.2,TRUE,0.52,NA,Third,Control,P20783,Neurotrophin-3,185583,565,0.48497854077253216
NA,NTF3,NM_001102654.2,TRUE,0.52,NA,Third,sPTD,P20783,Neurotrophin-3,200284,747,0.6412017167381975
NA,NTF3,NM_001102654.2,TRUE,0.52,NA,Third,PPROM,P20783,Neurotrophin-3,355847,947,0.8128755364806867
chr12,NTF3,ENST00000423158,TRUE,0.52,1,Second,Control,P20783,Neurotrophin-3,255701,672,0.5768240343347639
chr12,NTF3,ENST00000423158,TRUE,0.52,1,Second,sPTD,P20783,Neurotrophin-3,67433,192,0.1648068669527897
chr12,NTF3,ENST00000423158,TRUE,0.52,1,Second,PPROM,P20783,Neurotrophin-3,268302,752,0.6454935622317597
chr12,NTF3,ENST00000423158,TRUE,0.52,1,Third,Control,P20783,Neurotrophin-3,185583,565,0.48497854077253216
chr12,NTF3,ENST00000423158,TRUE,0.52,1,Third,sPTD,P20783,Neurotrophin-3,200284,747,0.6412017167381975
chr12,NTF3,ENST00000423158,TRUE,0.52,1,Third,PPROM,P20783,Neurotrophin-3,355847,947,0.8128755364806867
chr19,NTF4,ENST00000593537,TRUE,1.493,8,Second,Control,P34130,Neurotrophin-5,376294,1069,0.9175965665236052
chr19,NTF4,ENST00000593537,TRUE,1.493,8,Second,sPTD,P34130,Neurotrophin-5,142942,655,0.5622317596566524
chr19,NTF4,ENST00000593537,TRUE,1.493,8,Second,PPROM,P34130,Neurotrophin-5,283380,899.5,0.7721030042918455
chr19,NTF4,ENST00000593537,TRUE,1.493,8,Third,Control,P34130,Neurotrophin-5,314839,1029,0.8832618025751073
chr19,NTF4,ENST00000593537,TRUE,1.493,8,Third,sPTD,P34130,Neurotrophin-5,147040,590,0.5064377682403434
chr19,NTF4,ENST00000593537,TRUE,1.493,8,Third,PPROM,P34130,Neurotrophin-5,157211,155.5,0.1334763948497854
NA,NTN4,NM_021229.4,TRUE,0.533,NA,Second,Control,Q9HB63,NET4,231697,622,0.5339055793991416
NA,NTN4,NM_021229.4,TRUE,0.533,NA,Second,sPTD,Q9HB63,NET4,108972,447,0.38369098712446353
NA,NTN4,NM_021229.4,TRUE,0.533,NA,Second,PPROM,Q9HB63,NET4,130161,353,0.30300429184549355
NA,NTN4,NM_021229.4,TRUE,0.533,NA,Third,Control,Q9HB63,NET4,136449,400,0.34334763948497854
NA,NTN4,NM_021229.4,TRUE,0.533,NA,Third,sPTD,Q9HB63,NET4,11570,17,0.01459227467811158
NA,NTN4,NM_021229.4,TRUE,0.533,NA,Third,PPROM,Q9HB63,NET4,199153,336,0.28841201716738196
chr12,NTN4,ENST00000343702,TRUE,0.533,1,Second,Control,Q9HB63,NET4,231697,622,0.5339055793991416
chr12,NTN4,ENST00000343702,TRUE,0.533,1,Second,sPTD,Q9HB63,NET4,108972,447,0.38369098712446353
chr12,NTN4,ENST00000343702,TRUE,0.533,1,Second,PPROM,Q9HB63,NET4,130161,353,0.30300429184549355
chr12,NTN4,ENST00000343702,TRUE,0.533,1,Third,Control,Q9HB63,NET4,136449,400,0.34334763948497854
chr12,NTN4,ENST00000343702,TRUE,0.533,1,Third,sPTD,Q9HB63,NET4,11570,17,0.01459227467811158
chr12,NTN4,ENST00000343702,TRUE,0.533,1,Third,PPROM,Q9HB63,NET4,199153,336,0.28841201716738196
NA,NTRK1,NM_002529.4,TRUE,0.954,NA,Second,Control,P04629,TrkA,265964,701,0.6017167381974249
NA,NTRK1,NM_002529.4,TRUE,0.954,NA,Second,sPTD,P04629,TrkA,110477,453,0.3888412017167382
NA,NTRK1,NM_002529.4,TRUE,0.954,NA,Second,PPROM,P04629,TrkA,120739,283,0.2429184549356223
NA,NTRK1,NM_002529.4,TRUE,0.954,NA,Third,Control,P04629,TrkA,250251,751,0.6446351931330472
NA,NTRK1,NM_002529.4,TRUE,0.954,NA,Third,sPTD,P04629,TrkA,61075,254,0.21802575107296135
NA,NTRK1,NM_002529.4,TRUE,0.954,NA,Third,PPROM,P04629,TrkA,215863,422,0.3622317596566524
chr1,NTRK1,ENST00000524377,TRUE,0.954,4,Second,Control,P04629,TrkA,265964,701,0.6017167381974249
chr1,NTRK1,ENST00000524377,TRUE,0.954,4,Second,sPTD,P04629,TrkA,110477,453,0.3888412017167382
chr1,NTRK1,ENST00000524377,TRUE,0.954,4,Second,PPROM,P04629,TrkA,120739,283,0.2429184549356223
chr1,NTRK1,ENST00000524377,TRUE,0.954,4,Third,Control,P04629,TrkA,250251,751,0.6446351931330472
chr1,NTRK1,ENST00000524377,TRUE,0.954,4,Third,sPTD,P04629,TrkA,61075,254,0.21802575107296135
chr1,NTRK1,ENST00000524377,TRUE,0.954,4,Third,PPROM,P04629,TrkA,215863,422,0.3622317596566524
NA,NTRK2,NM_006180.6,TRUE,0.123,NA,Second,Control,Q16620,TrkB,188526,509,0.4369098712446352
NA,NTRK2,NM_006180.6,TRUE,0.123,NA,Second,sPTD,Q16620,TrkB,222794,1018,0.8738197424892704
NA,NTRK2,NM_006180.6,TRUE,0.123,NA,Second,PPROM,Q16620,TrkB,92162,157,0.13476394849785409
NA,NTRK2,NM_006180.6,TRUE,0.123,NA,Third,Control,Q16620,TrkB,204358,622,0.5339055793991416
NA,NTRK2,NM_006180.6,TRUE,0.123,NA,Third,sPTD,Q16620,TrkB,266823,970,0.8326180257510729
NA,NTRK2,NM_006180.6,TRUE,0.123,NA,Third,PPROM,Q16620,TrkB,350264,791.5,0.6793991416309013
chr9,NTRK2,ENST00000277120,TRUE,0.123,0,Second,Control,Q16620,TrkB,188526,509,0.4369098712446352
chr9,NTRK2,ENST00000277120,TRUE,0.123,0,Second,sPTD,Q16620,TrkB,222794,1018,0.8738197424892704
chr9,NTRK2,ENST00000277120,TRUE,0.123,0,Second,PPROM,Q16620,TrkB,92162,157,0.13476394849785409
chr9,NTRK2,ENST00000277120,TRUE,0.123,0,Third,Control,Q16620,TrkB,204358,622,0.5339055793991416
chr9,NTRK2,ENST00000277120,TRUE,0.123,0,Third,sPTD,Q16620,TrkB,266823,970,0.8326180257510729
chr9,NTRK2,ENST00000277120,TRUE,0.123,0,Third,PPROM,Q16620,TrkB,350264,791.5,0.6793991416309013
chr15,NTRK3,ENST00000394480,TRUE,0.347,0,Second,Control,Q16288,TrkC,194863,527,0.4523605150214592
chr15,NTRK3,ENST00000394480,TRUE,0.347,0,Second,sPTD,Q16288,TrkC,152223,702,0.6025751072961374
chr15,NTRK3,ENST00000394480,TRUE,0.347,0,Second,PPROM,Q16288,TrkC,130161,353,0.30300429184549355
chr15,NTRK3,ENST00000394480,TRUE,0.347,0,Third,Control,Q16288,TrkC,222466,660,0.5665236051502146
chr15,NTRK3,ENST00000394480,TRUE,0.347,0,Third,sPTD,Q16288,TrkC,234786,847,0.7270386266094421
chr15,NTRK3,ENST00000394480,TRUE,0.347,0,Third,PPROM,Q16288,TrkC,144969,39.5,0.03390557939914163
NA,NUDCD3,NM_015332.4,TRUE,0.492,NA,Second,Control,Q8IVD9,NUDC3,70021,177,0.151931330472103
NA,NUDCD3,NM_015332.4,TRUE,0.492,NA,Second,sPTD,Q8IVD9,NUDC3,210514,963,0.8266094420600858
NA,NUDCD3,NM_015332.4,TRUE,0.492,NA,Second,PPROM,Q8IVD9,NUDC3,283380,899.5,0.7721030042918455
NA,NUDCD3,NM_015332.4,TRUE,0.492,NA,Third,Control,Q8IVD9,NUDC3,109607,310,0.26609442060085836
NA,NUDCD3,NM_015332.4,TRUE,0.492,NA,Third,sPTD,Q8IVD9,NUDC3,266931,971,0.8334763948497854
NA,NUDCD3,NM_015332.4,TRUE,0.492,NA,Third,PPROM,Q8IVD9,NUDC3,157211,155.5,0.1334763948497854
chr7,NUDCD3,ENST00000355451,TRUE,0.492,1,Second,Control,Q8IVD9,NUDC3,70021,177,0.151931330472103
chr7,NUDCD3,ENST00000355451,TRUE,0.492,1,Second,sPTD,Q8IVD9,NUDC3,210514,963,0.8266094420600858
chr7,NUDCD3,ENST00000355451,TRUE,0.492,1,Second,PPROM,Q8IVD9,NUDC3,283380,899.5,0.7721030042918455
chr7,NUDCD3,ENST00000355451,TRUE,0.492,1,Third,Control,Q8IVD9,NUDC3,109607,310,0.26609442060085836
chr7,NUDCD3,ENST00000355451,TRUE,0.492,1,Third,sPTD,Q8IVD9,NUDC3,266931,971,0.8334763948497854
chr7,NUDCD3,ENST00000355451,TRUE,0.492,1,Third,PPROM,Q8IVD9,NUDC3,157211,155.5,0.1334763948497854
NA,NXPH1,NM_152745.3,TRUE,0.426,NA,Second,Control,P58417,NXPH1,45350,116,0.09957081545064378
NA,NXPH1,NM_152745.3,TRUE,0.426,NA,Second,sPTD,P58417,NXPH1,41209,69,0.0592274678111588
NA,NXPH1,NM_152745.3,TRUE,0.426,NA,Second,PPROM,P58417,NXPH1,92162,157,0.13476394849785409
NA,NXPH1,NM_152745.3,TRUE,0.426,NA,Third,Control,P58417,NXPH1,38718,99,0.08497854077253218
NA,NXPH1,NM_152745.3,TRUE,0.426,NA,Third,sPTD,P58417,NXPH1,60921,253,0.21716738197424892
NA,NXPH1,NM_152745.3,TRUE,0.426,NA,Third,PPROM,P58417,NXPH1,157211,155.5,0.1334763948497854
chr7,NXPH1,ENST00000405863,TRUE,0.426,1,Second,Control,P58417,NXPH1,45350,116,0.09957081545064378
chr7,NXPH1,ENST00000405863,TRUE,0.426,1,Second,sPTD,P58417,NXPH1,41209,69,0.0592274678111588
chr7,NXPH1,ENST00000405863,TRUE,0.426,1,Second,PPROM,P58417,NXPH1,92162,157,0.13476394849785409
chr7,NXPH1,ENST00000405863,TRUE,0.426,1,Third,Control,P58417,NXPH1,38718,99,0.08497854077253218
chr7,NXPH1,ENST00000405863,TRUE,0.426,1,Third,sPTD,P58417,NXPH1,60921,253,0.21716738197424892
chr7,NXPH1,ENST00000405863,TRUE,0.426,1,Third,PPROM,P58417,NXPH1,157211,155.5,0.1334763948497854
NA,OCIAD1,NM_017830.4,TRUE,1.108,NA,Second,Control,Q9NX40,OCAD1,121295,345,0.296137339055794
NA,OCIAD1,NM_017830.4,TRUE,1.108,NA,Second,sPTD,Q9NX40,OCAD1,124050,560,0.4806866952789699
NA,OCIAD1,NM_017830.4,TRUE,1.108,NA,Second,PPROM,Q9NX40,OCAD1,120739,283,0.2429184549356223
NA,OCIAD1,NM_017830.4,TRUE,1.108,NA,Third,Control,Q9NX40,OCAD1,109645,311,0.2669527896995708
NA,OCIAD1,NM_017830.4,TRUE,1.108,NA,Third,sPTD,Q9NX40,OCAD1,149413,595,0.5107296137339056
NA,OCIAD1,NM_017830.4,TRUE,1.108,NA,Third,PPROM,Q9NX40,OCAD1,355847,947,0.8128755364806867
chr4,OCIAD1,ENST00000264312,TRUE,1.108,6,Second,Control,Q9NX40,OCAD1,121295,345,0.296137339055794
chr4,OCIAD1,ENST00000264312,TRUE,1.108,6,Second,sPTD,Q9NX40,OCAD1,124050,560,0.4806866952789699
chr4,OCIAD1,ENST00000264312,TRUE,1.108,6,Second,PPROM,Q9NX40,OCAD1,120739,283,0.2429184549356223
chr4,OCIAD1,ENST00000264312,TRUE,1.108,6,Third,Control,Q9NX40,OCAD1,109645,311,0.2669527896995708
chr4,OCIAD1,ENST00000264312,TRUE,1.108,6,Third,sPTD,Q9NX40,OCAD1,149413,595,0.5107296137339056
chr4,OCIAD1,ENST00000264312,TRUE,1.108,6,Third,PPROM,Q9NX40,OCAD1,355847,947,0.8128755364806867
NA,OLFM4,NM_006418.5,TRUE,1.163,NA,Second,Control,Q6UX06,Olfactomedin-4,359786,990,0.8497854077253219
NA,OLFM4,NM_006418.5,TRUE,1.163,NA,Second,sPTD,Q6UX06,Olfactomedin-4,74990,230,0.19742489270386265
NA,OLFM4,NM_006418.5,TRUE,1.163,NA,Second,PPROM,Q6UX06,Olfactomedin-4,120739,283,0.2429184549356223
NA,OLFM4,NM_006418.5,TRUE,1.163,NA,Third,Control,Q6UX06,Olfactomedin-4,337997,1098,0.942489270386266
NA,OLFM4,NM_006418.5,TRUE,1.163,NA,Third,sPTD,Q6UX06,Olfactomedin-4,172101,669,0.5742489270386266
NA,OLFM4,NM_006418.5,TRUE,1.163,NA,Third,PPROM,Q6UX06,Olfactomedin-4,366299,1099.5,0.9437768240343348
chr13,OLFM4,ENST00000219022,TRUE,1.163,6,Second,Control,Q6UX06,Olfactomedin-4,359786,990,0.8497854077253219
chr13,OLFM4,ENST00000219022,TRUE,1.163,6,Second,sPTD,Q6UX06,Olfactomedin-4,74990,230,0.19742489270386265
chr13,OLFM4,ENST00000219022,TRUE,1.163,6,Second,PPROM,Q6UX06,Olfactomedin-4,120739,283,0.2429184549356223
chr13,OLFM4,ENST00000219022,TRUE,1.163,6,Third,Control,Q6UX06,Olfactomedin-4,337997,1098,0.942489270386266
chr13,OLFM4,ENST00000219022,TRUE,1.163,6,Third,sPTD,Q6UX06,Olfactomedin-4,172101,669,0.5742489270386266
chr13,OLFM4,ENST00000219022,TRUE,1.163,6,Third,PPROM,Q6UX06,Olfactomedin-4,366299,1099.5,0.9437768240343348
NA,OLR1,NM_002543.4,TRUE,1.053,NA,Second,Control,P78380,OLR1,47701,119,0.10214592274678112
NA,OLR1,NM_002543.4,TRUE,1.053,NA,Second,sPTD,P78380,OLR1,81844,280,0.24034334763948495
NA,OLR1,NM_002543.4,TRUE,1.053,NA,Second,PPROM,P78380,OLR1,179723,507,0.4351931330472103
NA,OLR1,NM_002543.4,TRUE,1.053,NA,Third,Control,P78380,OLR1,27509,68,0.05836909871244635
NA,OLR1,NM_002543.4,TRUE,1.053,NA,Third,sPTD,P78380,OLR1,151313,599,0.5141630901287554
NA,OLR1,NM_002543.4,TRUE,1.053,NA,Third,PPROM,P78380,OLR1,330589,684,0.5871244635193134
chr12,OLR1,ENST00000309539,TRUE,1.053,5,Second,Control,P78380,OLR1,47701,119,0.10214592274678112
chr12,OLR1,ENST00000309539,TRUE,1.053,5,Second,sPTD,P78380,OLR1,81844,280,0.24034334763948495
chr12,OLR1,ENST00000309539,TRUE,1.053,5,Second,PPROM,P78380,OLR1,179723,507,0.4351931330472103
chr12,OLR1,ENST00000309539,TRUE,1.053,5,Third,Control,P78380,OLR1,27509,68,0.05836909871244635
chr12,OLR1,ENST00000309539,TRUE,1.053,5,Third,sPTD,P78380,OLR1,151313,599,0.5141630901287554
chr12,OLR1,ENST00000309539,TRUE,1.053,5,Third,PPROM,P78380,OLR1,330589,684,0.5871244635193134
NA,OMD,NM_005014.3,TRUE,0.757,NA,Second,Control,Q99983,OMD,51669,131,0.11244635193133048
NA,OMD,NM_005014.3,TRUE,0.757,NA,Second,sPTD,Q99983,OMD,101781,402,0.34506437768240344
NA,OMD,NM_005014.3,TRUE,0.757,NA,Second,PPROM,Q99983,OMD,85169,95.5,0.08197424892703863
NA,OMD,NM_005014.3,TRUE,0.757,NA,Third,Control,Q99983,OMD,111307,315,0.2703862660944206
NA,OMD,NM_005014.3,TRUE,0.757,NA,Third,sPTD,Q99983,OMD,168950,658,0.5648068669527897
NA,OMD,NM_005014.3,TRUE,0.757,NA,Third,PPROM,Q99983,OMD,253807,593,0.5090128755364807
chr9,OMD,ENST00000375550,TRUE,0.757,3,Second,Control,Q99983,OMD,51669,131,0.11244635193133048
chr9,OMD,ENST00000375550,TRUE,0.757,3,Second,sPTD,Q99983,OMD,101781,402,0.34506437768240344
chr9,OMD,ENST00000375550,TRUE,0.757,3,Second,PPROM,Q99983,OMD,85169,95.5,0.08197424892703863
chr9,OMD,ENST00000375550,TRUE,0.757,3,Third,Control,Q99983,OMD,111307,315,0.2703862660944206
chr9,OMD,ENST00000375550,TRUE,0.757,3,Third,sPTD,Q99983,OMD,168950,658,0.5648068669527897
chr9,OMD,ENST00000375550,TRUE,0.757,3,Third,PPROM,Q99983,OMD,253807,593,0.5090128755364807
NA,OPCML,NM_001012393.5,TRUE,0.531,NA,Second,Control,Q14982,OBCAM,117248,325,0.27896995708154504
NA,OPCML,NM_001012393.5,TRUE,0.531,NA,Second,sPTD,Q14982,OBCAM,81407,277,0.23776824034334765
NA,OPCML,NM_001012393.5,TRUE,0.531,NA,Second,PPROM,Q14982,OBCAM,283380,899.5,0.7721030042918455
NA,OPCML,NM_001012393.5,TRUE,0.531,NA,Third,Control,Q14982,OBCAM,112984,324,0.27811158798283264
NA,OPCML,NM_001012393.5,TRUE,0.531,NA,Third,sPTD,Q14982,OBCAM,60702,252,0.21630901287553647
NA,OPCML,NM_001012393.5,TRUE,0.531,NA,Third,PPROM,Q14982,OBCAM,350264,791.5,0.6793991416309013
chr11,OPCML,ENST00000524381,TRUE,0.531,1,Second,Control,Q14982,OBCAM,117248,325,0.27896995708154504
chr11,OPCML,ENST00000524381,TRUE,0.531,1,Second,sPTD,Q14982,OBCAM,81407,277,0.23776824034334765
chr11,OPCML,ENST00000524381,TRUE,0.531,1,Second,PPROM,Q14982,OBCAM,283380,899.5,0.7721030042918455
chr11,OPCML,ENST00000524381,TRUE,0.531,1,Third,Control,Q14982,OBCAM,112984,324,0.27811158798283264
chr11,OPCML,ENST00000524381,TRUE,0.531,1,Third,sPTD,Q14982,OBCAM,60702,252,0.21630901287553647
chr11,OPCML,ENST00000524381,TRUE,0.531,1,Third,PPROM,Q14982,OBCAM,350264,791.5,0.6793991416309013
NA,OSM,NM_020530.6,TRUE,0.917,NA,Second,Control,P13725,OSM,123799,356,0.3055793991416309
NA,OSM,NM_020530.6,TRUE,0.917,NA,Second,sPTD,P13725,OSM,232399,1046,0.8978540772532189
NA,OSM,NM_020530.6,TRUE,0.917,NA,Second,PPROM,P13725,OSM,130161,353,0.30300429184549355
NA,OSM,NM_020530.6,TRUE,0.917,NA,Third,Control,P13725,OSM,87630,238,0.20429184549356225
NA,OSM,NM_020530.6,TRUE,0.917,NA,Third,sPTD,P13725,OSM,297274,1070,0.9184549356223176
